gene,score,rank
COPS6,0.0008117674215713606,65
RGS14,0.0008098249285306301,69
EIF3F,0.0008042510565568109,70
ATP6V1C1,0.0007967346915422613,71
STMN1,0.0007871810857941048,72
BASP1,0.000777001688721188,73
EIF4A3,0.000769949716938689,74
GNAI2,0.0007314559889718391,75
PFDN5,0.0007202028199107339,76
PFDN6,0.0007202028199107339,76
GNB4,0.0006634812008836027,78
GCLC,0.0006095466574765326,79
SOD1,0.0006095466574765326,79
ACTR2,0.0006031479291742578,81
CACYBP,0.0005634246582498899,82
ARPC5,0.0005623253133646809,83
COTL1,0.0005286357172352724,84
SGTB,0.0005110130621336211,85
RAP1GAP2,0.0005047500842318316,86
CALB2,0.0004348238378672198,87
CAP1,0.0004109945972056048,88
CALR,0.00038372775727982543,89
WDR1,0.0003650093300954436,90
GAP43,0.0003650093300954436,90
SYNCRIP,0.0003556501165032528,92
HSPA5,0.00029949483495010767,93
GNB1,0.000292007464076355,94
CRYZ,0.0002770327223288496,95
ARPC3,0.0002692000449236435,96
ALDOA,0.0002543955101987263,97
XPO1,0.00023538781476321,98
PFDN2,0.00023194884753413277,99
GMPS,0.00020176098408275142,100
ASAP1,0.00019629169942349007,101
CNTN1,0.00019055204052259857,102
SHMT2,0.00018518496698289634,103
ENO2,0.00018518496698289634,103
PSMD7,0.00018518496698289634,103
THY1,0.00018518496698289634,103
PPP2R2A,0.00018518496698289634,103
P4HB,0.00018518496698289634,103
PDIA4,0.00018518496698289634,103
FUS,0.0001739616356505996,110
HNRNPA3,0.0001739616356505996,110
ACAD8,0.00016834996998445122,112
SH3BGRL3,0.00015703335953879202,113
PPP3CA,0.00014011179450191074,114
DMXL2,0.00011208943560152859,115
ATP6V1D,0.00010461680656142667,116
WDR47,0.00010267783700002186,117
RGS10,7.846260492106999e-05,118
TNPO1,7.846260492106999e-05,118
SCRN1,7.467479054547043e-05,120
MAP1A,7.467479054547043e-05,120
ROGDI,7.467479054547043e-05,120
IMPDH2,7.467479054547043e-05,120
EHD1,7.285813314099358e-05,124
VCAN,5.973983243637636e-05,125
CFL2,5.0405483618192554e-05,126
IPO7,5.0405483618192554e-05,126
IPO5,5.0405483618192554e-05,126
RPS5,5.0405483618192554e-05,126
HNRNPD,5.0405483618192554e-05,126
VPS11,5.0405483618192554e-05,126
NEGR1,4.663955668120115e-05,132
EPB41L3,4.480487432728226e-05,133
EIF2S2,4.480487432728226e-05,133
MDH1,2.986991621818818e-05,135
STXBP5,2.986991621818818e-05,135
ADRM1,2.986991621818818e-05,135
STX7,2.986991621818818e-05,135
ATP6AP2,2.986991621818818e-05,135
ATP6V0C,2.986991621818818e-05,135
ATP6V0D1,2.986991621818818e-05,135
WDR7,2.986991621818818e-05,135
PTGES3,2.986991621818818e-05,135
ERP44,2.986991621818818e-05,135
GNB2,2.986991621818818e-05,135
VPS16,2.986991621818818e-05,135
VPS18,2.986991621818818e-05,135
CAMK4,2.9849316275968738e-05,148
DPYSL2,2.9849316275968738e-05,148
ACTN1,2.9849316275968738e-05,148
ARHGAP1,2.9849316275968738e-05,148
PSMD14,2.6136176690914655e-05,152
ATL1,2.6136176690914655e-05,152
ACAT2,2.240243716364113e-05,154
PFDN1,2.240243716364113e-05,154
AKR1A1,1.6790240405232414e-05,156
PRKAR2B,1.6790240405232414e-05,156
TUBB6,1.6790240405232414e-05,156
PIP4K2A,1.6790240405232414e-05,156
DNAJC6,1.6790240405232414e-05,156
PYGM,1.6790240405232414e-05,156
CSRP1,1.6790240405232414e-05,156
PPM1E,1.6790240405232414e-05,156
TOMM34,1.6790240405232414e-05,156
STRAP,1.6790240405232414e-05,156
MRPL37,1.6790240405232414e-05,156
GOT1,7.4623290689921844e-06,167
CPT2,7.4623290689921844e-06,167
FIS1,7.4623290689921844e-06,167
PGK1,7.4623290689921844e-06,167
TANC2,7.4623290689921844e-06,167
TRAPPC9,7.4623290689921844e-06,167
ANXA5,7.4623290689921844e-06,167
ACTR10,7.4623290689921844e-06,167
ACTR1A,7.4623290689921844e-06,167
ATG7,7.4623290689921844e-06,167
CAB39,7.4623290689921844e-06,167
