gene,score,rank
GCLM,1.679396451962426e-07,285
TKT,1.679396451962426e-07,285
IPO5,1.679396451962426e-07,285
IST1,1.679396451962426e-07,285
VAC14,1.679396451962426e-07,285
NAE1,1.679396451962426e-07,285
UBA3,1.679396451962426e-07,285
NAPG,1.679396451962426e-07,285
VAPA,1.679396451962426e-07,285
NCDN,1.679396451962426e-07,285
TOM1,1.679396451962426e-07,285
PAFAH1B1,1.679396451962426e-07,285
YWHAQ,1.679396451962426e-07,285
PAK1,1.679396451962426e-07,285
PPME1,1.679396451962426e-07,285
PHGDH,1.679396451962426e-07,285
TRIM2,1.679396451962426e-07,285
PI4KA,1.679396451962426e-07,285
PPP1R9A,1.679396451962426e-07,285
STXBP1,1.679396451962426e-07,285
WFS1,1.679396451962426e-07,285
STK32C,1.679396451962426e-07,285
TRAPPC9,1.679396451962426e-07,285
PPP5C,1.679396451962426e-07,285
UBE2M,1.679396451962426e-07,285
PRUNE1,1.679396451962426e-07,285
TIPRL,1.679396451962426e-07,285
RPS15,1.679396451962426e-07,285
RAB5A,1.679396451962426e-07,285
RAB3B,1.679396451962426e-07,285
SNAP25,1.679396451962426e-07,285
SH3GL1,1.679396451962426e-07,285
SLK,1.679396451962426e-07,285
SNX4,1.679396451962426e-07,285
SNX7,1.679396451962426e-07,285
TIMM10,1.679396451962426e-07,285
TIMM9,1.679396451962426e-07,285
TRAPPC10,1.679396451962426e-07,285
WDR7,1.679396451962426e-07,285
UBQLN1,1.679396451962426e-07,285
UBQLN2,1.679396451962426e-07,285
VPS26A,1.679396451962426e-07,285
VPS35,1.679396451962426e-07,285
VPS52,1.679396451962426e-07,285
VPS53,1.679396451962426e-07,285
