gene,score,rank
STX1A,1.090862957000739e-07,261
DNM1L,1.090862957000739e-07,261
STK32C,1.090862957000739e-07,261
EEF1D,1.090862957000739e-07,261
THOP1,1.090862957000739e-07,261
FLII,1.090862957000739e-07,261
EIF2S2,1.090862957000739e-07,261
RPS5,1.090862957000739e-07,261
HNRNPF,1.090862957000739e-07,261
EIF4H,1.090862957000739e-07,261
PDAP1,1.090862957000739e-07,261
HNRNPLL,1.090862957000739e-07,261
PIP5K1C,1.090862957000739e-07,261
ERP29,1.090862957000739e-07,261
PRDX3,1.090862957000739e-07,261
FGB,1.090862957000739e-07,261
FGG,1.090862957000739e-07,261
FSCN1,1.090862957000739e-07,261
TUBB6,1.090862957000739e-07,261
GCLC,1.090862957000739e-07,261
UCHL1,1.090862957000739e-07,261
GLO1,1.090862957000739e-07,261
SOD1,1.090862957000739e-07,261
GRIPAP1,1.090862957000739e-07,261
GSTP1,1.090862957000739e-07,261
TKT,1.090862957000739e-07,261
MTHFD1L,1.090862957000739e-07,261
KPNA3,1.090862957000739e-07,261
LIN7A,1.090862957000739e-07,261
MPP2,1.090862957000739e-07,261
MAP1A,1.090862957000739e-07,261
MAP1B,1.090862957000739e-07,261
MTPN,1.090862957000739e-07,261
NAE1,1.090862957000739e-07,261
UBA3,1.090862957000739e-07,261
NAPG,1.090862957000739e-07,261
VAPA,1.090862957000739e-07,261
NTM,1.090862957000739e-07,261
TNC,1.090862957000739e-07,261
PITPNA,1.090862957000739e-07,261
YWHAE,1.090862957000739e-07,261
PIK3C3,1.090862957000739e-07,261
PIK3R4,1.090862957000739e-07,261
PPA1,1.090862957000739e-07,261
PPP2R1A,1.090862957000739e-07,261
PPP2R2A,1.090862957000739e-07,261
PSMB5,1.090862957000739e-07,261
RAB21,1.090862957000739e-07,261
RAB3GAP1,1.090862957000739e-07,261
RAB3GAP2,1.090862957000739e-07,261
TIMM10,1.090862957000739e-07,261
TIMM9,1.090862957000739e-07,261
TRAPPC10,1.090862957000739e-07,261
TRAPPC9,1.090862957000739e-07,261
VPS26A,1.090862957000739e-07,261
VPS35,1.090862957000739e-07,261
