Key_Proteins,Non_Key_Proteins
YOR095C,YLR037C
YLR317W,YLR068W
,YLR092W
,YLR104W
,YLR118C
,YLR172C
,YLR205C
,YLR269C
,YLR283W
,YLR292C
,YLR322W
,YLR324W
,YLR333C
,YLR370C
,YLR386W
,YLR392C
,YLR413W
,YLR420W
,YML013W
,YML018C
,YML042W
,YMR052W
,YMR067C
,YMR160W
,YMR187C
,YMR199W
,YMR202W
,YMR263W
,YMR278W
,YMR287C
,YMR293C
,YNL008C
,YNL024C
,YNL032W
,YNL105W
,YNL109W
,YNL146W
,YNL171C
,YNL214W
,YNL266W
,YNR048W
,YNR071C
,YOL072W
,YOL101C
,YOR008C
,YOR014W
,YOR033C
,YOR097C
,YOR114W
,YOR197W
,YOR209C
,YOR265W
,YOR303W
,YOR314W
,YOR379C
,YPL032C
,YPL052W
,YPL088W
,YPL092W
,YPL158C
,YPL159C
,YPL219W
,YPL270W
,YPR047W
,YPR096C
,YPR114W
,YPR130C
,YPR148C
,YPR188C
,YBR095C
,YGL062W
,YLR390W-A
,YAL013W
,YNL330C
,YBR156C
,YDL178W
,YDR529C
,YER049W
,YGL036W
,YJL179W
,YDL076C
,YIL084C
,YKR001C
,YMR075W
,YNL097C
,YOL006C
,YOR083W
,YPL181W
,YAL014C
,YIL034C
,YAL017W
,YAL031C
,YBR045C
,YBR050C
,YBR099C
,YBR275C
,YDL070W
,YDR028C
,YDR085C
,YDR195W
,YDR475C
,YER054C
,YFR001W
,YFR015C
,YGL256W
,YGR097W
,YHR100C
,YIL070C
,YIL154C
,YJL042W
,YLR134W
,YLR258W
,YLR263W
,YLR449W
,YML074C
,YMR311C
,YNL233W
,YOL091W
,YOR078W
,YOR178C
,YOR179C
,YOR227W
,YOR315W
,YBR096W
,YBR119W
,YBR173C
,YBR188C
,YBR201W
,YBR277C
,YBR291C
,YCL009C
,YCL035C
,YCL056C
,YKL007W
,YEL030W
,YCR066W
,YDL156W
,YDR030C
,YKR017C
,YML032C
,YML051W
,YOR276W
,YBR203W
,YDR202C
,YER017C
,YGR117C
,YGR188C
,YHL007C
,YHR039C-A
,YJR033C
,YNL053W
,YOL113W
,YOR270C
,YPL194W
,YDR216W
,YJR029W
,YKL129C
,YLL013C
,YLR309C
,YLR429W
,YBR129C
,YDL130W
,YER031C
,YER062C
,YER138C
,YER155C
,YFL059W
,YGR086C
,YHR179W
,YIL053W
,YIL038C
,YJL030W
,YOL052C
,YBR280C
,YNL223W
,YOR349W
,YDL226C
,YDR217C
,YDR219C
,YGL240W
,YGR080W
,YIL138C
,YLR319C
,YMR092C
,YNL079C
,YOR367W
,YGL087C
,YGR258C
,YJR059W
,YMR167W
,YMR201C
,YOR026W
,YHR119W
,YHR152W
,YIR005W
,YKR055W
,YMR102C
,YNL157W
,YOL045W
,YPL262W
,YBL015W
,YHR191C
,YMR078C
,YNL014W
,YOR144C
,YGR252W
,YCL029C
,YER007W
,YNL148C
,YOL086C
,YGL174W
,YIR001C
,YGL042C
,YOR307C
,YPL274W
,YPL105C
,YBR162C
,YOL082W
,YBR218C
,YBR245C
,YDL137W
,YDR453C
,YEL069C
,YFL042C
,YGL156W
,YGR229C
,YKL218C
,YLR058C
,YLR354C
,YMR285C
,YMR303C
,YNL248C
,YOR332W
,YPR032W
,YPR067W
,YGR161C
,YGR281W
,YNL127W
,YNR032W
,YPL152W
,YIR009W
,YER159C-A
,YGR142W
,YHR075C
,YLR373C
,YGL121C
,YGR135W
,YPL003W
,YGL028C
,YBR068C
,YBR132C
,YBR239C
,YDL027C
,YDR027C
,YDR100W
,YDR310C
,YDR545W
,YGL060W
,YGL144C
,YGL195W
,YHL004W
,YHL027W
,YHR182W
,YJL045W
,YLR422W
,YMR162C
,YMR216C
,YMR232W
,YMR302C
,YMR304W
,YNL047C
,YNL065W
,YOL107W
,YOR042W
,YOR247W
,YPR081C
,YPR097W
,YBR084W
,YDL113C
,YGR130C
,YBL104C
,YJR066W
,YJR138W
,YNL154C
,YPR021C
,YKR024C
,YNL192W
,YNL201C
,YOR043W
,YPL180W
,YBL108W
,YBR028C
,YER079W
,YER123W
,YGR111W
,YGR154C
,YGR184C
,YIR034C
,YJL207C
,YLR109W
,YML103C
,YNL055C
,YNL093W
,YNL139C
,YNL334C
,YOR089C
,YOR177C
,YPL171C
,YPR115W
,YPR121W
,YBL027W
,YBR001C
,YDL036C
,YDL129W
,YDL240W
,YDR291W
,YDR409W
,YER032W
,YER131W
,YFR011C
,YGL192W
,YGL250W
,YGR170W
,YGR202C
,YGR217W
,YGR296W
,YIR026C
,YJL118W
,YJR047C
,YJR149W
,YKL109W
,YML061C
,YMR184W
,YMR221C
,YNL199C
,YNL206C
,YOR081C
,YPL202C
,YPL245W
,YPL269W
,YPR072W
,YPR184W
,YAR042W
,YCL055W
,YDR244W
,YDR265W
,YDR351W
,YER033C
,YGL153W
,YGR102C
,YGR136W
,YGR141W
,YGR239C
,YGR279C
,YHR103W
,YHR144C
,YHR160C
,YKR027W
,YKR061W
,YLL032C
,YLR025W
,YLR049C
,YLR330W
,YML034W
,YML035C
,YML052W
,YOL044W
,YOR355W
,YPR157W
,YBL093C
,YDL019C
,YDR024W
,YDR466W
,YGR192C
,YGR223C
,YIL092W
,YKR069W
,YMR280C
,YMR299C
,YNR059W
,YOR389W
,YPL277C
,YCR033W
,YGL194C
,YIL112W
,YKR029C
,YGL251C
,YHR174W
,YBR187W
,YBR058C
,YDR162C
,YGL185C
,YLR450W
,YBR230C
,YDL066W
,YDR150W
,YGL019W
,YGL100W
,YIL105C
,YMR068W
,YNL042W
,YPR164W
,YBL071C
,YBR172C
,YDL199C
,YDR072C
,YDR206W
,YER090W
,YER149C
,YGR070W
,YGR289C
,YIR014W
,YKL092C
,YKL105C
,YKL202W
,YKR023W
,YKR049C
,YLR056W
,YMR103C
,YMR140W
,YMR265C
,YNL054W
,YNL058C
,YNL291C
,YOL019W
,YOL046C
,YOR017W
,YOR155C
,YPL224C
,YPR008W
,YPR160C-A
,YBL043W
,YBL066C
,YCL051W
,YDR001C
,YDR017C
,YGL115W
,YGL252C
,YGR214W
,YLR177W
,YLR267W
,YNL293W
,YOR298C-A
,YGL134W
,YEL077C
,YGL179C
,YIL079C
,YJR061W
,YKL056C
,YLR352W
,YPL074W
,YBR081C
,YCL010C
,YDR176W
,YDR448W
,YEL009C
,YJL222W-B
,YLR055C
,YMR154C
,YNL016W
,YOR220W
,YPL248C
,YDL175C
,YJL137C
,YLR273C
,YCR091W
,YDR055W
,YAL019W
,YLR264W
,YCR011C
,YEL036C
,YGL012W
,YPL087W
,YPL132W
,YBR214W
,YCL048W
,YCR022C
,YCR050C
,YDL080C
,YDR173C
,YFR057W
,YGL151W
,YGR059W
,YGR087C
,YHR185C
,YIL041W
,YIL148W
,YKL039W
,YLR231C
,YLR331C
,YLR421C
,YOR006C
,YOR214C
,YOR313C
,YCR068W
,YDR456W
,YJR158W
,YKL212W
,YKR039W
,YOL156W
,YAL064W
,YBR109W-A
,YBR177C
,YDL037C
,YDL100C
,YDL172C
,YDR042C
,YDR056C
,YDR069C
,YDR270W
,YDR319C
,YDR515W
,YEL017W
,YER096W
,YFL012W
,YGL129C
,YGL178W
,YGR004W
,YGR031W
,YGR110W
,YGR215W
,YHL035C
,YHL044W
,YIL008W
,YIL013C
,YIL132C
,YIR021W
,YIR023W
,YJL065C
,YJL134W
,YJL152W
,YJL159W
,YKL175W
,YKL177W
,YKL198C
,YKL204W
,YKR032W
,YLL054C
,YLR112W
,YLR136C
,YLR425W
,YLR426W
,YLR461W
,YML008C
,YML121W
,YML131W
,YNL078W
,YNL280C
,YOL002C
,YOL018C
,YOR059C
,YOR175C
,YPL014W
,YPL057C
,YPL179W
,YPR052C
,YBR296C
,YDR497C
,YNL237W
,YBR235W
,YFL062W
,YOR069W
,YBR094W
,YDR315C
,YKL176C
,YDL186W
,YDL223C
,YDR229W
,YDR273W
,YHR015W
,YHR097C
,YHR121W
,YLR102C
,YPL154C
,YPR007C
,YPL110C
,YBL024W
,YBL032W
,YGR285C
,YAL028W
,YBL013W
,YCR065W
,YDL106C
,YDL189W
,YDR093W
,YDR223W
,YDR285W
,YDR348C
,YDR379W
,YDR501W
,YDR507C
,YEL065W
,YER129W
,YER158C
,YFR046C
,YGL216W
,YGL235W
,YGR035C
,YGR108W
,YGR109C
,YGR221C
,YGR270W
,YHL022C
,YHL050C
,YHR159W
,YIL050W
,YIL101C
,YIR031C
,YJL060W
,YJL084C
,YJR054W
,YJR092W
,YKL043W
,YKL116C
,YKL185W
,YKR077W
,YKR078W
,YKR089C
,YKR090W
,YKR091W
,YLR079W
,YLR131C
,YLR183C
,YLR187W
,YLR190W
,YLR210W
,YLR219W
,YLR278C
,YLR394W
,YLR401C
,YML027W
,YML119W
,YMR129W
,YNL068C
,YNL257C
,YNL278W
,YNL309W
,YNL321W
,YNL339C
,YNR047W
,YOL036W
,YOL058W
,YOR001W
,YOR037W
,YOR058C
,YOR066W
,YOR104W
,YOR188W
,YOR195W
,YPL155C
,YPL250C
,YPL267W
,YPR141C
,YPR174C
,YDR104C
,YDR239C
,YER087W
,YGR233C
,YGR276C
,YJL083W
,YJL155C
,YLR073C
,YLR142W
,YLR410W
,YNL277W-A
,YOL095C
,YPL009C
,YER028C
,YIL042C
,YJR143C
,YLR003C
,YML088W
,YMR080C
,YMR250W
,YNL276C
,YOR147W
,YOR320C
,YDR443C
,YER068W
,YFL028C
,YGR134W
,YNL288W
,YPL042C
,YNR019W
,YLR125W
,YDL005C
,YEL037C
,YFR010W
,YFR034C
,YGR232W
,YFR009W
,YDR490C
,YKL142W
,YKL126W
,YDR252W
,YPL177C
,YBL029W
,YHR001W
,YHR035W
,YLR067C
,YBL022C
,YCL030C
,YFL033C
,YHR022C
,YPL135W
,YCR081W
,YGR250C
,YLR261C
,YLR358C
,YML006C
,YGL220W
,YNL091W
,YMR025W
,YDL053C
,YJL089W
,YLR327C
,YOR198C
,YGL132W
,YBR298C
,YDR508C
,YIL005W
,YIL120W
,YJL219W
,YJL222W
,YJR015W
,YJR161C
,YKR106W
,YLL023C
,YLL043W
,YLL061W
,YLR241W
,YNL279W
,YNR013C
,YNR070W
,YPL189W
,YNL217W
,YOR054C
,YBR023C
,YAL023C
,YCL073C
,YDL198C
,YDR406W
,YEL041W
,YHR048W
,YIL111W
,YJL093C
,YJR040W
,YLR214W
,YOL030W
,YOR273C
,YPR128C
,YEL048C
,YER111C
,YIL113W
,YKL073W
,YLR268W
,YLR346C
,YLR350W
,YOR208W
,YDL001W
,YDR184C
,YKR099W
,YLR456W
,YNL165W
,YOR011W
,YOR264W
,YJR044C
,YDR198C
,YGL090W
,YGL146C
,YKL009W
,YKR092C
,YPL260W
,YAL026C
,YML072C
,YOR153W
,YML028W
,YAL027W
,YCL024W
,YBR073W
,YDR436W
,YER116C
,YBR233W
,YCL011C
,YDL063C
,YKL214C
,YNL166C
,YDR300C
,YGR063C
,YHR008C
,YGL009C
,YDL022W
,YER066W
,YGL050W
,YKL179C
,YLR135W
,YLR207W
,YLR368W
,YOL059W
,YOR051C
,YOR171C
,YCR082W
,YDL133W
,YDL173W
,YER101C
,YGL095C
,YKL090W
,YLR093C
,YLR130C
,YNL204C
,YOL032W
,YOR158W
,YOR245C
,YAL042W
,YCL032W
,YKL023W
,YLR072W
,YLR098C
,YLR242C
,YMR124W
,YOL083W
,YOR324C
,YDR496C
,YER077C
,YGR160W
,YLR318W
,YOR201C
,YGL066W
,YGL244W
,YMR223W
,YOL148C
,YPL254W
,YAR064W
,YBR213W
,YBR229C
,YFL003C
,YFL010W-A
,YFR014C
,YFR054C
,YGL043W
,YGL063W
,YGL141W
,YGR034W
,YGR050C
,YHR028C
,YJR073C
,YLL040C
,YLL051C
,YLR443W
,YML094C-A
,YMR111C
,YNL066W
,YNL202W
,YNL281W
,YOL016C
,YOR029W
,YOR035C
,YOR358W
,YJL071W
,YBR027C
,YCL033C
,YDR503C
,YJL048C
,YML106W
,YOL073C
,YDR170W-A
,YDR207C
,YER099C
,YER160C
,YHL011C
,YJR027W
,YJR028W
,YJR094C
,YLR133W
,YML100W
,YOL061W
,YOL081W
,YPL001W
,YBR260C
,YDL161W
,YJL100W
,YNR065C
,YAL030W
,YKR020W
,YMR018W
,YBL106C
,YMR183C
,YOR327C
,YPL232W
,YLR338W
,YLR345W
,YDL204W
,YEL050C
,YIL124W
,YKL120W
,YNL035C
,YNR069C
,YOR141C
,YGR129W
,YPL077C
,YGR220C
,YIL002C
,YNL224C
,YBL067C
,YBL101C
,YOL136C
,YPL037C
,YBR244W
,YKL174C
,YDR357C
,YDR383C
,YER092W
,YFR008W
,YHR043C
,YIR017C
,YJL036W
,YJR024C
,YKL050C
,YLL049W
,YLR108C
,YMR017W
,YMR204C
,YOR164C
,YPR179C
,YPR185W
,YCR063W
,YAL054C
,YAL062W
,YBL001C
,YBR035C
,YCL026C-A
,YDL236W
,YDR073W
,YDR289C
,YDR399W
,YDR428C
,YEL046C
,YER010C
,YER057C
,YER065C
,YFL061W
,YGL254W
,YGR010W
,YGR088W
,YGR249W
,YHL009C
,YHL018W
,YHR018C
,YJR010W
,YJR021C
,YJR037W
,YKL069W
,YLR209C
,YLR211C
,YLR303W
,YML062C
,YPL214C
,YPR062W
,YGL161C
,YLR326W
,YHR041C
,YOR308C
,YKL201C
,YDR169C
,YHL020C
,YKL072W
,YMR019W
,YMR053C
,YMR072W
,YIL151C
,YKR096W
,YLR381W
,YLR178C
,YMR294W
,YNL041C
,YNL086W
,YGL223C
,YNR025C
,YEL071W
,YFL034W
,YOL001W
,YOR302W
,YGR206W
,YNL142W
,YPR036W
,YBR263W
,YHR034C
,YKR065C
,YMR243C
,YNR060W
,YCR048W
,YDL131W
,YJR144W
,YBR228W
,YGR193C
,YGR266W
,YKR051W
,YLR271W
,YML020W
,YML022W
,YOR142W
,YPR167C
,YER164W
,YFR006W
,YLR176C
,YLR239C
,YMR176W
,YPR077C
,YDR392W
,YFL049W
,YGR068C
,YLR441C
,YNR023W
,YOL051W
,YPR010C-A
,YPR070W
,YIL071C
,YLR039C
,YDL149W
,YKL098W
,YNL029C
,YCR038C
,YDL065C
,YNR022C
,YEL061C
,YGR242W
,YJL210W
,YLR063W
,YMR155W
,YMR163C
,YOL147C
,YDR049W
,YDR337W
,YGL246C
,YGR078C
,YBR251W
,YDL051W
,YNL005C
,YOR243C
,YCR073C
,YDL123W
,YDR363W-A
,YKL171W
,YCR027C
,YDL090C
,YJL068C
,YNR010W
,YOR226C
,YBL100W-A
,YDL112W
,YEL062W
,YFL026W
,YHL023C
,YIL117C
,YKL064W
,YMR295C
,YOL138C
,YOR266W
,YJL013C
,YEL016C
,YER122C
,YNL027W
,YDL159W
,YOL112W
,YDL056W
,YOL131W
,YGL052W
,YGR152C
,YLR357W
,YPL161C
,YPR129W
,YBR238C
,YDL176W
,YDR036C
,YDR332W
,YHL014C
,YMR244W
,YNL234W
,YBL005W
,YDL086W
,YDR103W
,YDR242W
,YDR368W
,YEL043W
,YJL079C
,YKL040C
,YLR361C
,YMR195W
,YMR247C
,YNR067C
,YOL093W
,YOR108W
,YOR129C
,YAL048C
,YDR312W
,YGR033C
,YIR039C
,YPL272C
,YBL009W
,YBR186W
,YDR084C
,YDR095C
,YDR408C
,YDR534C
,YEL038W
,YER119C
,YER184C
,YFR026C
,YGR139W
,YIL025C
,YKL137W
,YML133C
,YNR028W
,YOR162C
,YOR289W
,YOR377W
,YPL064C
,YOR124C
,YOR138C
,YLR353W
,YOR299W
,YNL004W
,YHR012W
,YJL053W
,YJL154C
,YOR023C
,YNL001W
,YDL135C
,YBL054W
,YIR024C
,YKL133C
,YKR031C
,YLR451W
,YML099C
,YOL151W
,YOR093C
,YHR180W
,YDR183W
,YIL047C
,YJR086W
,YDR218C
,YGL126W
,YIL163C
,YLL038C
,YMR182C
,YBR286W
,YKR050W
,YPL024W
,YPL170W
,YCL046W
,YLR221C
,YML030W
,YLR015W
,YPL138C
,YOR344C
,YJL029C
,YDL094C
,YDL062W
,YLR437C
,YBR105C
,YHR212W-A
,YAL045C
,YAR035W
,YBR139W
,YDR139C
,YDR463W
,YGL149W
,YGL186C
,YGR032W
,YHR073W
,YHR115C
,YHR205W
,YJL149W
,YJL204C
,YLR224W
,YMR258C
,YNL015W
,YOL098C
,YOL117W
,YAR047C
,YBR116C
,YBR185C
,YBR219C
,YBR220C
,YDR079W
,YDR178W
,YOL043C
,YPL120W
,YPR051W
,YPR075C
,YPR076W
,YML001W
,YOL129W
,YOR292C
,YBL031W
,YDR102C
,YER004W
,YGL170C
,YGR178C
,YJR134C
,YKL143W
,YLL060C
,YLL067W-A
,YLR436C
,YML117W
,YML120C
,YMR180C
,YNL164C
,YNL196C
,YOR184W
,YOR371C
,YPL056C
,YBL063W
,YBR034C
,YBR117C
,YCR101C
,YER105C
,YFR039C
,YGR203W
,YHR044C
,YHR079C
,YLR017W
,YLR213C
,YLR439W
,YMR009W
,YMR044W
,YOR275C
,YOR346W
,YPL215W
,YLR200W
,YML094W
,YNL153C
,YAR066W
,YBL072C
,YBR008C
,YBR144C
,YBR145W
,YBR216C
,YBR273C
,YBR301W
,YDL081C
,YDR040C
,YGR056W
,YGR151C
,YGR222W
,YHL043W
,YHL049C
,YHR187W
,YHR209W
,YIL055C
,YIR037W
,YJR079W
,YKL079W
,YLR077W
,YLR090W
,YLR094C
,YLR294C
,YLR312C
,YLR434C
,YMR152W
,YMR157C
,YMR206W
,YMR307W
,YNL194C
,YNL319W
,YNR040W
,YNR061C
,YNR074C
,YOL111C
,YOL154W
,YOR062C
,YOR064C
,YOR112W
,YOR213C
,YOR251C
,YOR286W
,YDR350C
,YAL049C
,YGR016W
,YGR196C
,YJR082C
,YOR368W
,YAL051W
,YOR363C
,YDR284C
,YFL025C
,YMR177W
,YOR071C
,YPL162C
,YDR387C
,YHR092C
,YKL119C
,YKL209C
,YNL003C
,YBR179C
,YLR164W
,YLR344W
,YOR073W
,YPR203W
,YGR133W
,YIL153W
,YKL178C
,YAL056W
,YDL035C
,YMR029C
,YPL036W
,YAL058W
,YER113C
,YBR115C
,YGL154C
,YNL255C
,YAL061W
,YGR081C
,YML059C
,YMR048W
,YMR310C
,YPL133C
,YDR281C
,YAL063C-A
,YDL159W-A
,YDR096W
,YER055C
,YFL004W
,YGL072C
,YGL085W
,YIL108W
,YJL056C
,YKL150W
,YLR087C
,YML104C
,YMR230W
,YNL082W
,YNL292W
,YNR033W
,YOR191W
,YPL019C
,YPL050C
,YPL112C
,YPL249C-A
,YPR071W
,YKR011C
,YDR459C
,YHR050W
,YNR055C
,YOR279C
,YAL064W-B
,YAL067C
,YDL073W
,YDR159W
,YGL162W
,YGR257C
,YHR143W
,YLR138W
,YMR065W
,YOR311C
,YBR015C
,YKR052C
,YMR150C
,YMR257C
,YBR021W
,YBR044C
,YBR180W
,YAL069W
,YAR068W
,YBL005W-B
,YBR012W-B
,YER144C
,YFL063W
,YGR161C-D
,YHR214C-B
,YJR162C
,YKL147C
,YMR045C
,YNL284C-B
,YPL059W
,YHR117W
,YOR364W
,YJR074W
,YBR258C
,YDR140W
,YDR469W
,YCR020C-A
,YDR440W
,YGR077C
,YLR120C
,YLR126C
,YLR128W
,YMR207C
,YMR237W
,YNL264C
,YPL119C
,YPR132W
,YIL160C
,YMR190C
,YPL029W
,YBR040W
,YEL005C
,YBR295W
,YER143W
,YER162C
,YJL172W
,YMR297W
,YNL327W
,YNR006W
,YPL065W
,YJL115W
,YLR256W-A
,YLR270W
,YOR173W
,YPL247C
,YMR234W
,YCR004C
,YEL031W
,YBR057C
,YDL085W
,YER044C
,YER064C
,YGL125W
,YGR124W
,YGR189C
,YIL145C
,YJR075W
,YMR064W
,YOR009W
,YPL102C
,YPL114W
,YCR028C-A
,YLR234W
,YFL027C
,YML036W
,YMR233W
,YDL041W
,YIL158W
,YPL187W
,YJR014W
,YJR140C
,YDR295C
,YNL021W
,YOR323C
,YNR058W
,YGR256W
,YIL037C
,YMR266W
,YNR008W
,YGR225W
,YOL033W
,YPL095C
,YCR007C
,YOL015W
,YDR484W
,YNR051C
,YHR039C
,YBR090C
,YFL060C
,YMR095C
,YMR322C
,YDR517W
,YER002W
,YGR146C
,YNL063W
,YPL166W
,YPR069C
,YPR189W
,YAR023C
,YOR378W
,YDL154W
,YPR163C
,YPL130W
,YBL080C
,YOR154W
,YLR265C
,YDR345C
,YFR049W
,YJR011C
,YJR099W
,YKL038W
,YML011C
,YNL314W
,YDR006C
,YOR283W
,YHL046C
,YGR236C
,YKL062W
,YKL140W
,YML111W
,YNL284C
,YOR215C
,YBR146W
,YOR090C
,YGL017W
,YMR209C
,YNL076W
,YOR187W
,YPL129W
,YBL078C
,YBL081W
,YKL017C
,YDL171C
,YDL219W
,YFR019W
,YHR096C
,YKL029C
,YMR024W
,YMR196W
,YNL187W
,YKL075C
,YGR055W
,YML129C
,YCR028C
,YCR037C
,YDL093W
,YDL128W
,YER056C
,YER060W-A
,YGL054C
,YGL167C
,YGR224W
,YHR094C
,YJL059W
,YJR124C
,YLL006W
,YMR274C
,YNL275W
,YOL020W
,YDR078C
,YLR226W
,YCL069W
,YMR222C
,YDR254W
,YHL017W
,YML019W
,YNL121C
,YBL086C
,YER069W
,YFL040W
,YFL020C
,YLR054C
,YNR066C
,YGL083W
,YOR045W
,YLR393W
,YCL019W
,YJR055W
,YEL072W
,YDR245W
,YGL114W
,YJL133W
,YOL109W
,YJR126C
,YMR132C
,YDR179C
,YMR011W
,YNL095C
,YOR079C
,YGR069W
,YDL118W
,YDR007W
,YDR445C
,YDR455C
,YDR530C
,YFR043C
,YGL010W
,YGL226W
,YGR122W
,YGR148C
,YGR153W
,YHR127W
,YHR138C
,YIL020C
,YIL032C
,YIL059C
,YIL110W
,YIL157C
,YIR036C
,YJL067W
,YJL078C
,YJL166W
,YJL225C
,YJR100C
,YJR102C
,YJR120W
,YJR154W
,YLR158C
,YLR168C
,YLR455W
,YLR460C
,YML079W
,YMR003W
,YMR039C
,YMR090W
,YMR141C
,YMR144W
,YMR238W
,YNL009W
,YNL205C
,YNL324W
,YNL328C
,YOL008W
,YOL050C
,YPR118W
,YDL241W
,YDR074W
,YDR121W
,YDR305C
,YHR132C
,YIR035C
,YKL025C
,YKL106W
,YKL164C
,YKR005C
,YKR100C
,YLL033W
,YLR011W
,YLR203C
,YLR465C
,YMR127C
,YNL134C
,YOL011W
,YOR028C
,YOR053W
,YOR239W
,YPR006C
,YPR078C
,YBR157C
,YDL183C
,YDR067C
,YDR115W
,YDR136C
,YDR286C
,YDR340W
,YER053C
,YER109C
,YER180C
,YER181C
,YJL170C
,YJL182C
,YJL190C
,YKL086W
,YKL190W
,YMR261C
,YBR086C
,YBR209W
,YDL074C
,YDL158C
,YDR133C
,YDR452W
,YEL011W
,YER076C
,YGR053C
,YGR207C
,YGR275W
,YGR291C
,YHL045W
,YKL134C
,YKL208W
,YLL022C
,YLR201C
,YML108W
,YMR193W
,YMR305C
,YMR315W
,YNL096C
,YOL150C
,YOL152W
,YOR049C
,YOR082C
,YPL002C
,YPL051W
,YPL097W
,YPR066W
,YPR155C
,YAR069C
,YCL058C
,YAR071W
,YBL095W
,YBR215W
,YCL023C
,YCR021C
,YDL127W
,YDR144C
,YDR433W
,YFL050C
,YGL005C
,YGR100W
,YIL039W
,YLR110C
,YLR121C
,YLR251W
,YLR301W
,YNL013C
,YNL072W
,YNL133C
,YNR009W
,YNR050C
,YPL034W
,YPL098C
,YAR073W
,YFR032C
,YGR150C
,YHL038C
,YLL027W
,YFR044C
,YHR195W
,YER067W
,YPL068C
,YDR446W
,YGR054W
,YMR091C
,YOL017W
,YDR366C
,YDL082W
,YJL122W
,YMR142C
,YDR116C
,YER084W
,YKR010C
,YMR172W
,YBR284W
,YLL002W
,YBL044W
,YFL007W
,YHR059W
,YIL093C
,YGR271W
,YJL075C
,YNL099C
,YNL273W
,YMR317W
,YOL067C
,YPR073C
,YER083C
,YKR060W
,YER089C
,YJR060W
,YMR135C
,YDR237W
,YDR322W
,YDR462W
,YJL063C
,YKR085C
,YLR189C
,YPR100W
,YJL016W
,YBL090W
,YDL045W-A
,YDR347W
,YJR101W
,YKL003C
,YKL155C
,YNL186W
,YOR205C
,YPL118W
,YDR457W
,YLR398C
,YJL135W
,YPL212C
,YJL168C
,YCR046C
,YCR071C
,YDR296W
,YGL064C
,YGR076C
,YKL167C
,YKR006C
,YML009C
,YMR225C
,YPL183W-A
,YDL069C
,YER015W
,YGL205W
,YJL209W
,YHR194W
,YJR070C
,YJR127C
,YLR462W
,YOL063C
,YPL023C
,YPL067C
,YBR282W
,YHR147C
,YNL252C
,YCR099C
,YDR425W
,YDR444W
,YOL089C
,YPL008W
,YGL013C
,YJR080C
,YBR163W
,YCL036W
,YPL135C-A
,YPR074C
,YPR095C
,YBL006C
,YJR005W
,YGR199W
,YML014W
,YHR105W
,YLR119W
,YHL029C
,YKL070W
,YDR509W
,YBR006W
,YBR246W
,YKR034W
,YDL071C
,YLR225C
,YOL106W
,YPL025C
,YNL045W
,YOR100C
,YBR279W
,YEL042W
,YKR009C
,YLL015W
,YMR004W
,YMR089C
,YNR005C
,YPL144W
,YGR243W
,YDR424C
,YGL094C
,YBL010C
,YHR056C
,YGL147C
,YIL162W
,YML029W
,YIL130W
,YOL013C
,YBL107C
,YDR279W
,YPR173C
,YIR016W
,YOR007C
,YNR004W
,YNL191W
,YDL215C
,YML102W
,YDR181C
,YPR106W
,YMR158W
,YMR188C
,YDR326C
,YMR318C
,YGL057C
,YHR168W
,YIL169C
,YLR313C
,YBL025W
,YKL001C
,YKR021W
,YOR032C
,YPR042C
,YGR071C
,YOR018W
,YMR069W
,YGL024W
,YGL025C
,YBL019W
,YHR145C
,YHL006C
,YDR068W
,YPR001W
,YLR046C
,YLR376C
,YLR154C
,YNL329C
,YOR196C
,YIL177C
,YIR032C
,YLR411W
,YMR251W
,YCL061C
,YER088C
,YPR135W
,YDR344C
,YGR237C
,YIL141W
,YBL052C
,YLR152C
,YBL061C
,YER183C
,YGR200C
,YNL210W
,YNL295W
,YOL116W
,YPL086C
,YKL124W
,YHL019C
,YLR170C
,YPR029C
,YEL053C
,YLR032W
,YDL216C
,YGL143C
,YMR002W
,YNR027W
,YGR165W
,YJL139C
,YLR053C
,YNL070W
,YOR285W
,YIL029C
,YOR219C
,YCR024C
,YFL066C
,YHL008C
,YPL090C
,YPL109C
,YOR298W
,YKL170W
,YDR213W
,YGR021W
,YCR107W
,YDR135C
,YGL117W
,YLR143W
,YNL050C
,YNL227C
,YNL242W
,YOL031C
,YOL140W
,YDR137W
,YGR290W
,YIL139C
,YJR103W
,YKR080W
,YMR088C
,YNR072W
,YPR014C
,YLR281C
,YOR096W
,YJR031C
,YBR248C
,YDR061W
,YGR261C
,YBR199W
,YDR274C
,YER156C
,YGL249W
,YGR171C
,YHR124W
,YLR389C
,YIL136W
,YKR007W
,YKR067W
,YNL018C
,YDR098C
,YER174C
,YHR011W
,YLR174W
,YHL047C
,YMR083W
,YNL253W
,YFR012W
,YPR057W
,YNL185C
,YBL033C
,YDR330W
,YIL028W
,YKL168C
,YLR390W
,YJR043C
,YBL091C
,YCL042W
,YER048C
,YLR014C
,YMR119W
,YNR049C
,YHL024W
,YGR085C
,YLR300W
,YIL097W
,YLR329W
,YGL259W
,YJL193W
,YLL056C
,YNL326C
,YOL075C
,YBR285W
,YDR384C
,YLR297W
,YPR037C
,YDL020C
,YKL206C
,YLR199C
,YPL066W
,YBL042C
,YDL245C
,YGR161W-B
,YJL162C
,YBR064W
,YDL023C
,YDR111C
,YHR204W
,YJR098C
,YGL006W
,YBR162W-A
,YBL046W
,YOR123C
,YFL056C
