ABAT ALDH5A1 ALDH9A1,3
ABAT ALDH5A1 AUH,3
ABAT ALDH5A1 ETFA,3
ABAT ALDH5A1 ETFB,3
ABAT ALDH5A1 HIBADH,3
ABAT ALDH5A1 MDH2,3
ABAT ALDH9A1 HIBADH,3
ABAT AUH ETFA,3
ABAT AUH ETFB,3
ABAT AUH MDH2,3
ABAT ETFA ETFB,3
ABAT ETFA HIBADH,3
ABAT ETFA MDH2,3
ABAT ETFB HIBADH,3
ABAT ETFB MDH2,3
ABAT HIBADH MDH2,3
ABR ALDOA PFKP,3
ABR ALDOA PGM2L1,3
ABR CALB2 ENO2,3
ABR CALB2 PFKP,3
ABR CALB2 PGM2L1,3
ABR ENO2 PGM2L1,3
ABR PFKP PGM2L1,3
ABR PFKP RAP1GAP2,3
ABR PFKP SCRN1,3
ACAD8 AUH ETFA,3
ACAD8 AUH ETFB,3
ACAD8 ETFA ETFB,3
ACAT2 PCYT2 QDPR,3
ACTR2 ARPC5 CORO1A,3
ACTR2 ARPC5 RGS14,3
ACTR2 ARPC5 WDR1,3
ACTR2 CORO1A WDR1,3
ACTR2 EHD1 RGS14,3
ADRM1 PSMC5 PSMD2,3
ALDH5A1 ALDH9A1 HIBADH,3
ALDH5A1 ALDH9A1 MDH1,3
ALDH5A1 ALDH9A1 PCYT2,3
ALDH5A1 AUH BPHL,3
ALDH5A1 AUH ETFA,3
ALDH5A1 AUH ETFB,3
ALDH5A1 AUH MDH2,3
ALDH5A1 AUH PRDX3,3
ALDH5A1 BPHL ETFA,3
ALDH5A1 BPHL ETFB,3
ALDH5A1 BPHL HSPD1,3
ALDH5A1 BPHL MDH2,3
ALDH5A1 BPHL PRDX3,3
ALDH5A1 ETFA ETFB,3
ALDH5A1 ETFA HIBADH,3
ALDH5A1 ETFA HSPD1,3
ALDH5A1 ETFA MDH2,3
ALDH5A1 ETFA PRDX3,3
ALDH5A1 ETFB HIBADH,3
ALDH5A1 ETFB HSPD1,3
ALDH5A1 ETFB MDH2,3
ALDH5A1 ETFB PRDX3,3
ALDH5A1 GCLC PCYT2,3
ALDH5A1 HIBADH HSPD1,3
ALDH5A1 HIBADH MDH2,3
ALDH5A1 HIBADH PRDX3,3
ALDH5A1 HSPD1 MDH2,3
ALDH5A1 HSPD1 PRDX3,3
ALDH5A1 MDH2 PRDX3,3
ALDH9A1 CRYZ HIBADH,3
ALDH9A1 PCYT2 PGM1,3
ALDH9A1 PCYT2 QDPR,3
ALDH9A1 PGM1 QDPR,3
ALDH9A1 PGM1 SOD1,3
ALDH9A1 QDPR SOD1,3
ALDOA PFKP PGM2L1,3
ARPC3 CAP1 COTL1,3
ARPC3 CORO1A COTL1,3
ARPC3 CORO1A WDR1,3
ARPC5 CORO1A COTL1,3
ARPC5 CORO1A WDR1,3
ARPC5 COTL1 RGS10,3
ASAP1 MAP1A WDR47,3
ASAP1 PPP3CA RGS14,3
ASAP1 RAP1GAP2 RGS14,3
ATL1 NTM VCAN,3
ATP6AP2 ATP6V0C ATP6V0D1,3
ATP6V1A ATP6V1B2 ATP6V1C1,3
ATP6V1A ATP6V1B2 ATP6V1E1,3
ATP6V1A ATP6V1B2 ATP6V1H,3
ATP6V1A ATP6V1B2 SGTB,3
ATP6V1A ATP6V1C1 ATP6V1E1,3
ATP6V1A ATP6V1C1 ATP6V1H,3
ATP6V1A ATP6V1D ATP6V1E1,3
ATP6V1A ATP6V1D KCNAB2,3
ATP6V1A ATP6V1E1 ATP6V1H,3
ATP6V1A ATP6V1E1 SGTB,3
ATP6V1A ATP6V1H KCNAB2,3
ATP6V1A KCNAB2 SGTB,3
ATP6V1B2 ATP6V1C1 ATP6V1E1,3
ATP6V1B2 ATP6V1C1 ATP6V1H,3
ATP6V1B2 ATP6V1E1 ATP6V1H,3
ATP6V1B2 ATP6V1E1 PPP2R2A,3
ATP6V1B2 ATP6V1E1 SGTB,3
ATP6V1B2 ATP6V1H PPP2R2A,3
ATP6V1C1 ATP6V1E1 ATP6V1H,3
ATP6V1E1 ATP6V1H PPP2R2A,3
ATP6V1H DMXL2 KCNAB2,3
AUH BPHL ETFA,3
AUH BPHL ETFB,3
AUH BPHL MDH2,3
AUH BPHL PRDX3,3
AUH ETFA ETFB,3
AUH ETFA MDH2,3
AUH ETFA PRDX3,3
AUH ETFB MDH2,3
AUH ETFB PRDX3,3
AUH MDH2 PRDX3,3
BASP1 CNTN1 LSAMP,3
BASP1 EPB41L3 PIP5K1C,3
BASP1 LSAMP NTM,3
BASP1 LSAMP PIP5K1C,3
BASP1 LSAMP THY1,3
BASP1 NTM PIP5K1C,3
BASP1 NTM THY1,3
BPHL ETFA ETFB,3
BPHL ETFA HSPD1,3
BPHL ETFA MDH2,3
BPHL ETFA PRDX3,3
BPHL ETFB HSPD1,3
BPHL ETFB MDH2,3
BPHL ETFB PRDX3,3
BPHL HSPD1 MDH2,3
BPHL HSPD1 PRDX3,3
BPHL HSPD1 SHMT2,3
BPHL MDH2 PRDX3,3
BPHL MDH2 SHMT2,3
CACYBP GMPS PTGES3,3
CACYBP PFDN5 PFDN6,3
CACYBP PFDN5 STMN1,3
CACYBP PFDN6 STMN1,3
CALB2 ENO2 PGM2L1,3
CALB2 PFKP PGM2L1,3
CALR ERP44 HSPA5,3
CALR HSPA5 P4HB,3
CALR HSPA5 PDIA4,3
CALR P4HB PDIA4,3
CAP1 COTL1 SH3BGRL3,3
CCT2 CCT3 CCT4,3
CCT2 CCT3 CCT5,3
CCT2 CCT3 CCT6A,3
CCT2 CCT3 CCT7,3
CCT2 CCT3 CCT8,3
CCT2 CCT3 STIP1,3
CCT2 CCT3 TCP1,3
CCT2 CCT4 CCT5,3
CCT2 CCT4 CCT6A,3
CCT2 CCT4 CCT7,3
CCT2 CCT4 CCT8,3
CCT2 CCT4 STIP1,3
CCT2 CCT4 TCP1,3
CCT2 CCT5 CCT6A,3
CCT2 CCT5 CCT7,3
CCT2 CCT5 CCT8,3
CCT2 CCT5 STIP1,3
CCT2 CCT5 TCP1,3
CCT2 CCT6A CCT7,3
CCT2 CCT6A CCT8,3
CCT2 CCT6A TCP1,3
CCT2 CCT7 CCT8,3
CCT2 CCT7 TCP1,3
CCT2 CCT8 STIP1,3
CCT2 CCT8 TCP1,3
CCT2 STIP1 TCP1,3
CCT3 CCT4 CCT5,3
CCT3 CCT4 CCT6A,3
CCT3 CCT4 CCT7,3
CCT3 CCT4 CCT8,3
CCT3 CCT4 STIP1,3
CCT3 CCT4 TCP1,3
CCT3 CCT5 CCT6A,3
CCT3 CCT5 CCT7,3
CCT3 CCT5 CCT8,3
CCT3 CCT5 STIP1,3
CCT3 CCT5 TCP1,3
CCT3 CCT6A CCT7,3
CCT3 CCT6A CCT8,3
CCT3 CCT6A TCP1,3
CCT3 CCT7 CCT8,3
CCT3 CCT7 TCP1,3
CCT3 CCT8 STIP1,3
CCT3 CCT8 TCP1,3
CCT3 STIP1 TCP1,3
CCT4 CCT5 CCT6A,3
CCT4 CCT5 CCT7,3
CCT4 CCT5 CCT8,3
CCT4 CCT5 STIP1,3
CCT4 CCT5 TCP1,3
CCT4 CCT6A CCT7,3
CCT4 CCT6A CCT8,3
CCT4 CCT6A TCP1,3
CCT4 CCT7 CCT8,3
CCT4 CCT7 TCP1,3
CCT4 CCT8 STIP1,3
CCT4 CCT8 TCP1,3
CCT4 STIP1 TCP1,3
CCT5 CCT6A CCT7,3
CCT5 CCT6A CCT8,3
CCT5 CCT6A TCP1,3
CCT5 CCT7 CCT8,3
CCT5 CCT7 TCP1,3
CCT5 CCT8 STIP1,3
CCT5 CCT8 TCP1,3
CCT5 STIP1 TCP1,3
CCT6A CCT7 CCT8,3
CCT6A CCT7 TCP1,3
CCT6A CCT8 TCP1,3
CCT7 CCT8 TCP1,3
CCT8 STIP1 TCP1,3
CFL2 QDPR SOD1,3
CNTN1 GAP43 LSAMP,3
COPS2 COPS3 COPS4,3
COPS2 COPS3 COPS5,3
COPS2 COPS3 COPS6,3
COPS2 COPS4 COPS5,3
COPS2 COPS4 COPS6,3
COPS2 COPS5 COPS6,3
COPS3 COPS4 COPS5,3
COPS3 COPS4 COPS6,3
COPS3 COPS5 COPS6,3
COPS4 COPS5 COPS6,3
CORO1A COTL1 SH3BGRL3,3
COTL1 RGS10 SH3BGRL3,3
CRYZ ETFA ETFB,3
CRYZ ETFA HIBADH,3
CRYZ ETFB HIBADH,3
DMXL2 ROGDI WDR7,3
EHD1 KCNAB2 RGS14,3
EIF2S2 EIF3A EIF3B,3
EIF3A EIF3B EIF3C,3
EIF3A EIF3B EIF3D,3
EIF3A EIF3B EIF3F,3
EIF3A EIF3B EIF3I,3
EIF3A EIF3B EIF3L,3
EIF3A EIF3C EIF3D,3
EIF3A EIF3C EIF3F,3
EIF3A EIF3C EIF3I,3
EIF3A EIF3C EIF3L,3
EIF3A EIF3C RPS5,3
EIF3A EIF3D EIF3I,3
EIF3A EIF3D EIF3L,3
EIF3A EIF3F EIF3L,3
EIF3A EIF3I EIF3L,3
EIF3B EIF3C EIF3D,3
EIF3B EIF3C EIF3F,3
EIF3B EIF3C EIF3I,3
EIF3B EIF3C EIF3L,3
EIF3B EIF3C EIF4G2,3
EIF3B EIF3D EIF3I,3
EIF3B EIF3D EIF3L,3
EIF3B EIF3F EIF3L,3
EIF3B EIF3I EIF3L,3
EIF3B EIF3I EIF4G2,3
EIF3B EIF3L EIF4G2,3
EIF3C EIF3D EIF3I,3
EIF3C EIF3D EIF3L,3
EIF3C EIF3F EIF3L,3
EIF3C EIF3I EIF3L,3
EIF3C EIF3I EIF4G2,3
EIF3C EIF3L EIF4G2,3
EIF3D EIF3I EIF3L,3
EIF3I EIF3L EIF4G2,3
EIF4A3 FUS HNRNPL,3
EIF4A3 FUS SFPQ,3
EIF4A3 HNRNPA3 HNRNPL,3
EIF4A3 HNRNPA3 SFPQ,3
EIF4A3 HNRNPL SFPQ,3
EIF4A3 HNRNPL SYNCRIP,3
EIF4A3 SFPQ SYNCRIP,3
ETFA ETFB HIBADH,3
ETFA ETFB HSPD1,3
ETFA ETFB MDH2,3
ETFA ETFB PRDX3,3
ETFA HIBADH HSPD1,3
ETFA HIBADH MDH2,3
ETFA HIBADH PRDX3,3
ETFA HSPD1 MDH2,3
ETFA HSPD1 PRDX3,3
ETFA MDH2 PRDX3,3
ETFB HIBADH HSPD1,3
ETFB HIBADH MDH2,3
ETFB HIBADH PRDX3,3
ETFB HSPD1 MDH2,3
ETFB HSPD1 PRDX3,3
ETFB MDH2 PRDX3,3
FUS HNRNPL SFPQ,3
GAP43 LSAMP NTM,3
GAP43 LSAMP PIP5K1C,3
GAP43 NTM PIP5K1C,3
GCLC PCYT2 PGM1,3
GCLC PCYT2 QDPR,3
GCLC PGM1 QDPR,3
GCLC PGM1 SOD1,3
GCLC QDPR SOD1,3
GMPS IMPDH2 STIP1,3
GNAI2 GNB1 GNB2,3
GNAI2 GNB1 GNB4,3
GNAI2 GNB1 NTM,3
GNAI2 GNB4 LSAMP,3
GNAI2 GNB4 NTM,3
GNAI2 LSAMP NTM,3
GNB1 GNB4 NTM,3
GNB4 LSAMP NTM,3
HIBADH HSPD1 MDH2,3
HIBADH HSPD1 PRDX3,3
HIBADH MDH2 PRDX3,3
HNRNPA3 HNRNPL SFPQ,3
HNRNPD HNRNPL SYNCRIP,3
HNRNPL SFPQ SYNCRIP,3
HSPA5 P4HB PDIA4,3
HSPD1 MDH2 PRDX3,3
HSPD1 MDH2 SHMT2,3
IPO5 TNPO1 XPO1,3
IPO7 TNPO1 XPO1,3
KCNAB2 PPP3CA RGS14,3
LSAMP NTM PIP5K1C,3
LSAMP NTM STX7,3
LSAMP NTM THY1,3
PCYT2 PGM1 QDPR,3
PFDN1 PFDN5 PFDN6,3
PFDN2 PFDN5 PFDN6,3
PFDN2 PFDN5 STMN1,3
PFDN2 PFDN6 STMN1,3
PFDN5 PFDN6 STMN1,3
PGM1 QDPR SOD1,3
PSMA1 PSMA3 PSMA5,3
PSMA1 PSMA3 PSMA6,3
PSMA1 PSMA3 PSMA7,3
PSMA1 PSMA3 PSMB1,3
PSMA1 PSMA4 PSMA5,3
PSMA1 PSMA4 PSMA6,3
PSMA1 PSMA4 PSMA7,3
PSMA1 PSMA4 PSMB1,3
PSMA1 PSMA4 PSMB3,3
PSMA1 PSMA4 PSMB4,3
PSMA1 PSMA5 PSMA6,3
PSMA1 PSMA5 PSMA7,3
PSMA1 PSMA5 PSMB1,3
PSMA1 PSMA5 PSMB3,3
PSMA1 PSMA5 PSMB4,3
PSMA1 PSMA6 PSMA7,3
PSMA1 PSMA6 PSMB1,3
PSMA1 PSMA6 PSMB3,3
PSMA1 PSMA7 PSMB1,3
PSMA1 PSMA7 PSMB3,3
PSMA1 PSMA7 PSMB4,3
PSMA1 PSMB1 PSMB3,3
PSMA1 PSMB1 PSMB4,3
PSMA1 PSMB3 PSMB4,3
PSMA3 PSMA5 PSMA6,3
PSMA3 PSMA5 PSMA7,3
PSMA3 PSMA5 PSMB1,3
PSMA3 PSMA6 PSMA7,3
PSMA3 PSMA6 PSMB1,3
PSMA3 PSMA7 PSMB1,3
PSMA4 PSMA5 PSMA6,3
PSMA4 PSMA5 PSMA7,3
PSMA4 PSMA5 PSMB1,3
PSMA4 PSMA5 PSMB3,3
PSMA4 PSMA5 PSMB4,3
PSMA4 PSMA6 PSMA7,3
PSMA4 PSMA6 PSMB1,3
PSMA4 PSMA6 PSMB3,3
PSMA4 PSMA7 PSMB1,3
PSMA4 PSMA7 PSMB3,3
PSMA4 PSMA7 PSMB4,3
PSMA4 PSMB1 PSMB3,3
PSMA4 PSMB1 PSMB4,3
PSMA4 PSMB3 PSMB4,3
PSMA5 PSMA6 PSMA7,3
PSMA5 PSMA6 PSMB1,3
PSMA5 PSMA6 PSMB3,3
PSMA5 PSMA7 PSMB1,3
PSMA5 PSMA7 PSMB3,3
PSMA5 PSMA7 PSMB4,3
PSMA5 PSMB1 PSMB3,3
PSMA5 PSMB1 PSMB4,3
PSMA5 PSMB3 PSMB4,3
PSMA6 PSMA7 PSMB1,3
PSMA6 PSMA7 PSMB3,3
PSMA6 PSMB1 PSMB3,3
PSMA7 PSMB1 PSMB3,3
PSMA7 PSMB1 PSMB4,3
PSMA7 PSMB3 PSMB4,3
PSMB1 PSMB3 PSMB4,3
PSMC1 PSMC2 PSMC4,3
PSMC1 PSMC2 PSMC5,3
PSMC1 PSMC2 PSMC6,3
PSMC1 PSMC2 PSMD12,3
PSMC1 PSMC2 PSMD13,3
PSMC1 PSMC2 PSMD2,3
PSMC1 PSMC2 PSMD3,3
PSMC1 PSMC2 PSMD6,3
PSMC1 PSMC4 PSMC5,3
PSMC1 PSMC4 PSMC6,3
PSMC1 PSMC4 PSMD13,3
PSMC1 PSMC4 PSMD2,3
PSMC1 PSMC4 PSMD3,3
PSMC1 PSMC4 PSMD6,3
PSMC1 PSMC5 PSMC6,3
PSMC1 PSMC5 PSMD13,3
PSMC1 PSMC5 PSMD2,3
PSMC1 PSMC5 PSMD3,3
PSMC1 PSMC5 PSMD6,3
PSMC1 PSMC6 PSMD13,3
PSMC1 PSMC6 PSMD2,3
PSMC1 PSMC6 PSMD6,3
PSMC1 PSMD12 PSMD13,3
PSMC1 PSMD12 PSMD3,3
PSMC1 PSMD12 PSMD6,3
PSMC1 PSMD13 PSMD2,3
PSMC1 PSMD13 PSMD3,3
PSMC1 PSMD13 PSMD6,3
PSMC1 PSMD2 PSMD3,3
PSMC1 PSMD2 PSMD6,3
PSMC1 PSMD3 PSMD6,3
PSMC2 PSMC4 PSMC5,3
PSMC2 PSMC4 PSMC6,3
PSMC2 PSMC4 PSMD13,3
PSMC2 PSMC4 PSMD2,3
PSMC2 PSMC4 PSMD3,3
PSMC2 PSMC4 PSMD6,3
PSMC2 PSMC5 PSMC6,3
PSMC2 PSMC5 PSMD13,3
PSMC2 PSMC5 PSMD2,3
PSMC2 PSMC5 PSMD3,3
PSMC2 PSMC5 PSMD6,3
PSMC2 PSMC6 PSMD13,3
PSMC2 PSMC6 PSMD2,3
PSMC2 PSMC6 PSMD6,3
PSMC2 PSMD12 PSMD13,3
PSMC2 PSMD12 PSMD3,3
PSMC2 PSMD12 PSMD6,3
PSMC2 PSMD13 PSMD2,3
PSMC2 PSMD13 PSMD3,3
PSMC2 PSMD13 PSMD6,3
PSMC2 PSMD2 PSMD3,3
